,Mean_R2,StDev_R2,ModelName,numberOfTrees,variablesPerSplit,minLeafPopulation,bagFraction,maxNodes,type
0,0.9133102053557242,0.012198155303488362,GridSeach_Model_15_12_90,200,15,12,0.632,90,Classifier.smileRandomForest
