"","GFBIRawName","family","genus","species","meanWD","sdWD","levelWD","nInd"
"1","Aapaca sppNosymang1",NA,"Aapaca",NA,0.611226809845203,0.143078472955927,"dataset",20772
"2","Abarema  sppTEAM2","Fabaceae","Abarema",NA,0.511571428571429,0.0941339098036177,"genus",2
"3","Abarema acreana","Fabaceae","Abarema","acreana",0.511571428571429,0.0941339098036177,"genus",2
"4","Abarema adenophora","Fabaceae","Abarema","adenophora",0.511571428571429,0.0941339098036177,"genus",2
"5","Abarema auriculata","Fabaceae","Abarema","auriculata",0.511571428571429,0.0941339098036177,"genus",2
"6","Abarema barbouriana","Fabaceae","Abarema","barbouriana",0.511571428571429,0.0941339098036177,"genus",2
"7","Abarema cochleata","Fabaceae","Abarema","cochleata",0.511571428571429,0.0941339098036177,"genus",2
"8","Abarema commutata","Fabaceae","Abarema","commutata",0.511571428571429,0.0941339098036177,"genus",2
"9","Abarema curvicarpa","Fabaceae","Abarema","curvicarpa",0.511571428571429,0.0941339098036177,"genus",2
"10","Abarema filamentosa","Fabaceae","Abarema","filamentosa",0.511571428571429,0.0941339098036177,"genus",2
"11","Abarema floribunda","Fabaceae","Abarema","floribunda",0.511571428571429,0.0941339098036177,"genus",2
"12","Abarema idiopoda","Fabaceae","Abarema","idiopoda",0.511571428571429,0.0941339098036177,"genus",2
"13","Abarema jupunba","Fabaceae","Abarema","jupunba",0.585142857142857,0.0708232617216773,"species",7
"14","Abarema laeta","Fabaceae","Abarema","laeta",0.511571428571429,0.0941339098036177,"genus",2
"15","Abarema langsdorffii","Fabaceae","Abarema","langsdorffii",0.511571428571429,0.0941339098036177,"genus",2
"16","Abarema macradenia","Fabaceae","Abarema","macradenia",0.438,0.0708232617216773,"species",1
"17","Abarema mataybifolia","Fabaceae","Abarema","mataybifolia",0.511571428571429,0.0941339098036177,"genus",2
"18","Abarema microcalyx","Fabaceae","Abarema","microcalyx",0.511571428571429,0.0941339098036177,"genus",2
"19","Abarema racemiflora","Fabaceae","Abarema","racemiflora",0.511571428571429,0.0941339098036177,"genus",2
"20","Abarema sppFPnet1","Fabaceae","Abarema",NA,0.511571428571429,0.0941339098036177,"genus",2
"21","Abarema sppGF1","Fabaceae","Abarema",NA,0.511571428571429,0.0941339098036177,"genus",2
"22","Abarema sppRAINFOR1","Fabaceae","Abarema",NA,0.511571428571429,0.0941339098036177,"genus",2
"23","Abarema sppSCA1","Fabaceae","Abarema",NA,0.511571428571429,0.0941339098036177,"genus",2
"24","Abarema sppTEAM1","Fabaceae","Abarema",NA,0.511571428571429,0.0941339098036177,"genus",2
"25","Abarema sppTEAM2","Fabaceae","Abarema",NA,0.511571428571429,0.0941339098036177,"genus",2
"26","Abarema turbinata","Fabaceae","Abarema","turbinata",0.511571428571429,0.0941339098036177,"genus",2
"27","Abatia sppAchupall1","Salicaceae","Abatia",NA,0.611226809845203,0.143078472955927,"dataset",20772
"28","Aberemoa argentea","Annonaceae","Aberemoa","argentea",0.611226809845203,0.143078472955927,"dataset",20772
"29","Abies alba","Pinaceae","Abies","alba",0.353,0.0708232617216773,"species",1
"30","Abies amabilis","Pinaceae","Abies","amabilis",0.4,0.0708232617216773,"species",1
"31","Abies balsamea","Pinaceae","Abies","balsamea",0.33,0.0708232617216773,"species",1
"32","Abies cephalonica","Pinaceae","Abies","cephalonica",0.365113636363636,0.0941339098036177,"genus",22
"33","Abies concolor","Pinaceae","Abies","concolor",0.37,0.0708232617216773,"species",1
"34","Abies durangensis","Pinaceae","Abies","durangensis",0.365113636363636,0.0941339098036177,"genus",22
"35","Abies fabri","Pinaceae","Abies","fabri",0.373,0.0708232617216773,"species",1
"36","Abies firma","Pinaceae","Abies","firma",0.365113636363636,0.0941339098036177,"genus",22
"37","Abies fraseri","Pinaceae","Abies","fraseri",0.365113636363636,0.0941339098036177,"genus",22
"38","Abies grandis","Pinaceae","Abies","grandis",0.35,0.0708232617216773,"species",1
"39","Abies holophylla","Pinaceae","Abies","holophylla",0.336,0.0708232617216773,"species",1
"40","Abies koreana","Pinaceae","Abies","koreana",0.365113636363636,0.0941339098036177,"genus",22
"41","Abies lasiocarpa","Pinaceae","Abies","lasiocarpa",0.31,0.0708232617216773,"species",1
"42","Abies magnifica","Pinaceae","Abies","magnifica",0.36,0.0708232617216773,"species",1
"43","Abies nephrolepis","Pinaceae","Abies","nephrolepis",0.3235,0.0708232617216773,"species",2
"44","Abies nordmanniana","Pinaceae","Abies","nordmanniana",0.365113636363636,0.0941339098036177,"genus",22
"45","Abies pinsapo","Pinaceae","Abies","pinsapo",0.41,0.0708232617216773,"species",1
"46","Abies procera","Pinaceae","Abies","procera",0.37,0.0708232617216773,"species",1
"47","Abies religiosa","Pinaceae","Abies","religiosa",0.38,0.0708232617216773,"species",1
"48","Abies shastensis","Pinaceae","Abies","shastensis",0.365113636363636,0.0941339098036177,"genus",22
"49","Abies sppDE1","Pinaceae","Abies",NA,0.365113636363636,0.0941339098036177,"genus",22
"50","Abies sppIN1","Pinaceae","Abies",NA,0.365113636363636,0.0941339098036177,"genus",22
"51","Abies sppIT1","Pinaceae","Abies",NA,0.365113636363636,0.0941339098036177,"genus",22
"52","Abies sppUS1","Pinaceae","Abies",NA,0.365113636363636,0.0941339098036177,"genus",22
"53","Abies veitchii","Pinaceae","Abies","veitchii",0.365113636363636,0.0941339098036177,"genus",22
"54","Abies vejari","Pinaceae","Abies","vejarii",0.365113636363636,0.0941339098036177,"genus",22
"55","Abrahamia ditimena","Anacardiaceae","Abrahamia","ditimena",0.611226809845203,0.143078472955927,"dataset",20772
"56","Abrahamia lenticellata","Anacardiaceae","Abrahamia","lenticellata",0.611226809845203,0.143078472955927,"dataset",20772
"57","Abrahamia thouvenotii","Anacardiaceae","Abrahamia","thouvenotii",0.611226809845203,0.143078472955927,"dataset",20772
"58","Abroma augusta","Malvaceae","Abroma","augusta",0.611226809845203,0.143078472955927,"dataset",20772
"59","Abuta grandifolia","Menispermaceae","Abuta","grandifolia",0.45,0.0941339098036177,"genus",1
"60","Abuta grisebachii","Menispermaceae","Abuta","grisebachii",0.45,0.0941339098036177,"genus",1
"61","Abuta pahnii","Menispermaceae","Abuta","pahnii",0.45,0.0941339098036177,"genus",1
"62","Abuta panamensis","Menispermaceae","Abuta","panamensis",0.45,0.0941339098036177,"genus",1
"63","Abuta panurensis","Menispermaceae","Abuta","panurensis",0.45,0.0941339098036177,"genus",1
"64","Abuta racemosa","Menispermaceae","Abuta","racemosa",0.45,0.0941339098036177,"genus",1
"65","Abuta rufescens","Menispermaceae","Abuta","rufescens",0.45,0.0708232617216773,"species",1
"66","Abuta solimoesensis","Menispermaceae","Abuta","solimoesensis",0.45,0.0941339098036177,"genus",1
"67","Abuta sppAnchicay1","Menispermaceae","Abuta",NA,0.45,0.0941339098036177,"genus",1
"68","Abuta sppAntado1","Menispermaceae","Abuta",NA,0.45,0.0941339098036177,"genus",1
"69","Abuta sppAraracua1","Menispermaceae","Abuta",NA,0.45,0.0941339098036177,"genus",1
"70","Abuta sppCamorin1","Menispermaceae","Abuta",NA,0.45,0.0941339098036177,"genus",1
"71","Abuta sppConstanc1","Menispermaceae","Abuta",NA,0.45,0.0941339098036177,"genus",1
"72","Abuta sppCuangos1","Menispermaceae","Abuta",NA,0.45,0.0941339098036177,"genus",1
"73","Abuta sppCuzcoama1","Menispermaceae","Abuta",NA,0.45,0.0941339098036177,"genus",1
"74","Abuta sppCuzcoama2","Menispermaceae","Abuta",NA,0.45,0.0941339098036177,"genus",1
"75","Abuta sppLinhares1","Menispermaceae","Abuta",NA,0.45,0.0941339098036177,"genus",1
"76","Abuta sppNangarit1","Menispermaceae","Abuta",NA,0.45,0.0941339098036177,"genus",1
"77","Abuta sppPE1","Menispermaceae","Abuta",NA,0.45,0.0941339098036177,"genus",1
"78","Abuta sppPipeline1","Menispermaceae","Abuta",NA,0.45,0.0941339098036177,"genus",1
"79","Abuta sppRAINFOR1","Menispermaceae","Abuta",NA,0.45,0.0941339098036177,"genus",1
"80","Abuta sppTamboall1","Menispermaceae","Abuta",NA,0.45,0.0941339098036177,"genus",1
"81","Abuta sppTamboall2","Menispermaceae","Abuta",NA,0.45,0.0941339098036177,"genus",1
"82","Acacia acanthophylla","Fabaceae","Acacia","acanthophylla",0.787831280193237,0.0941339098036177,"genus",115
"83","Acacia albicorticata","Fabaceae","Acacia","albicorticata",0.49,0.0708232617216773,"species",1
"84","Acacia alemquerensis","Fabaceae","Acacia","alemquerensis",0.787831280193237,0.0941339098036177,"genus",115
"85","Acacia altiscandens","Fabaceae","Acacia","altiscandens",0.787831280193237,0.0941339098036177,"genus",115
"86","Acacia anegadensis","Fabaceae","Acacia","anegadensis",0.787831280193237,0.0941339098036177,"genus",115
"87","Acacia aneura","Fabaceae","Acacia","aneura",0.979888888888889,0.0708232617216773,"species",9
"88","Acacia angustissima","Fabaceae","Acacia","angustissima",0.85,0.0708232617216773,"species",1
"89","Acacia arabica","Fabaceae","Acacia","arabica",0.86,0.0708232617216773,"species",1
"90","Acacia argyrodendron","Fabaceae","Acacia","argyrodendron",0.787831280193237,0.0941339098036177,"genus",115
"91","Acacia articulata","Fabaceae","Acacia","articulata",0.787831280193237,0.0941339098036177,"genus",115
"92","Acacia aulacocarpa","Fabaceae","Acacia","aulacocarpa",0.655,0.0708232617216773,"species",6
"93","Acacia auriculiformis","Fabaceae","Acacia","auriculiformis",0.68,0.0708232617216773,"species",1
"94","Acacia bonariensis","Fabaceae","Acacia","bonariensis",0.787831280193237,0.0941339098036177,"genus",115
"95","Acacia borleae","Fabaceae","Acacia","borleae",0.787831280193237,0.0941339098036177,"genus",115
"96","Acacia burkei","Fabaceae","Acacia","burkei",0.787831280193237,0.0941339098036177,"genus",115
"97","Acacia caffra","Fabaceae","Acacia","caffra",0.787831280193237,0.0941339098036177,"genus",115
"98","Acacia cambagei","Fabaceae","Acacia","cambagei",1.083,0.0708232617216773,"species",5
"99","Acacia caven","Fabaceae","Acacia","caven",0.7825,0.0708232617216773,"species",2
"100","Acacia concurrens","Fabaceae","Acacia","concurrens",0.758,0.0708232617216773,"species",1
"101","Acacia confusa","Fabaceae","Acacia","confusa",0.73225,0.0708232617216773,"species",4
"102","Acacia cornigera","Fabaceae","Acacia","cornigera",0.787831280193237,0.0941339098036177,"genus",115
"103","Acacia crassicarpa","Fabaceae","Acacia","crassicarpa",0.5965,0.0708232617216773,"species",4
"104","Acacia dealbata","Fabaceae","Acacia","dealbata",0.58675,0.0708232617216773,"species",4
"105","Acacia disparrima","Fabaceae","Acacia","disparrima",0.787831280193237,0.0941339098036177,"genus",115
"106","Acacia dolichostachya","Fabaceae","Acacia","dolichostachya",0.787831280193237,0.0941339098036177,"genus",115
"107","Acacia doratoxylon","Fabaceae","Acacia","doratoxylon",0.788,0.0708232617216773,"species",1
"108","Acacia drakei","Fabaceae","Acacia","drakei",0.787831280193237,0.0941339098036177,"genus",115
"109","Acacia excelsa","Fabaceae","Acacia","excelsa",0.9375,0.0708232617216773,"species",2
"110","Acacia falcata","Fabaceae","Acacia","falcata",0.787831280193237,0.0941339098036177,"genus",115
"111","Acacia farnesiana","Fabaceae","Acacia","farnesiana",0.787831280193237,0.0941339098036177,"genus",115
"112","Acacia feddeana","Fabaceae","Acacia","feddeana",0.787831280193237,0.0941339098036177,"genus",115
"113","Acacia fimbriata","Fabaceae","Acacia","fimbriata",0.787831280193237,0.0941339098036177,"genus",115
"114","Acacia flavescens","Fabaceae","Acacia","flavescens",0.787831280193237,0.0941339098036177,"genus",115
"115","Acacia flexuosa","Fabaceae","Acacia","flexuosa",0.787831280193237,0.0941339098036177,"genus",115
"116","Acacia gentlei","Fabaceae","Acacia","gentlei",0.787831280193237,0.0941339098036177,"genus",115
"117","Acacia georginae","Fabaceae","Acacia","georginae",0.775,0.0708232617216773,"species",1
"118","Acacia gerrardii","Fabaceae","Acacia","gerrardii",0.775,0.0708232617216773,"species",1
"119","Acacia glomerosa","Fabaceae","Acacia","glomerosa",0.787831280193237,0.0941339098036177,"genus",115
"120","Acacia grandicornuta","Fabaceae","Acacia","grandicornuta",0.787831280193237,0.0941339098036177,"genus",115
"121","Acacia guadalupensis","Fabaceae","Acacia","guadalupensis",0.787831280193237,0.0941339098036177,"genus",115
"122","Acacia hindsii","Fabaceae","Acacia","hindsii",0.78,0.0708232617216773,"species",1
"123","Acacia huberi","Fabaceae","Acacia","huberi",0.787831280193237,0.0941339098036177,"genus",115
"124","Acacia hybrid","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"125","Acacia hylonoma","Fabaceae","Acacia","hylonoma",0.787831280193237,0.0941339098036177,"genus",115
"126","Acacia implexa","Fabaceae","Acacia","implexa",0.639,0.0708232617216773,"species",2
"127","Acacia irrorata","Fabaceae","Acacia","irrorata",0.551,0.0708232617216773,"species",1
"128","Acacia kamerunensis","Fabaceae","Acacia","kamerunensis",0.787831280193237,0.0941339098036177,"genus",115
"129","Acacia karroo","Fabaceae","Acacia","karroo",0.689,0.0708232617216773,"species",1
"130","Acacia klugii","Fabaceae","Acacia","klugii",0.787831280193237,0.0941339098036177,"genus",115
"131","Acacia koa","Fabaceae","Acacia","koa",0.787831280193237,0.0941339098036177,"genus",115
"132","Acacia koaia","Fabaceae","Acacia","koaia",0.787831280193237,0.0941339098036177,"genus",115
"133","Acacia kuhlmannii","Fabaceae","Acacia","kuhlmannii",0.787831280193237,0.0941339098036177,"genus",115
"134","Acacia leiocalyx","Fabaceae","Acacia","leiocalyx",0.787831280193237,0.0941339098036177,"genus",115
"135","Acacia loretensis","Fabaceae","Acacia","loretensis",0.787831280193237,0.0941339098036177,"genus",115
"136","Acacia macbridei","Fabaceae","Acacia","macbridei",0.787831280193237,0.0941339098036177,"genus",115
"137","Acacia macracantha","Fabaceae","Acacia","macracantha",0.73,0.0708232617216773,"species",1
"138","Acacia macrantha","Fabaceae","Acacia","macracantha",0.73,0.0708232617216773,"species",1
"139","Acacia maidenii","Fabaceae","Acacia","maidenii",0.62,0.0708232617216773,"species",1
"140","Acacia mangium","Fabaceae","Acacia","mangium",0.507,0.0708232617216773,"species",7
"141","Acacia mearnsii","Fabaceae","Acacia","mearnsii",0.659666666666667,0.0708232617216773,"species",3
"142","Acacia melanoceras","Fabaceae","Acacia","melanoceras",0.787831280193237,0.0941339098036177,"genus",115
"143","Acacia melanoxylon","Fabaceae","Acacia","melanoxylon",0.530625,0.0708232617216773,"species",8
"144","Acacia muricata","Fabaceae","Acacia","muricata",0.787831280193237,0.0941339098036177,"genus",115
"145","Acacia myriophylla","Fabaceae","Acacia","myriophylla",0.787831280193237,0.0941339098036177,"genus",115
"146","Acacia nigrescens","Fabaceae","Acacia","nigrescens",0.787831280193237,0.0941339098036177,"genus",115
"147","Acacia nilotica","Fabaceae","Acacia","nilotica",0.723333333333333,0.0708232617216773,"species",3
"148","Acacia oshanesii","Fabaceae","Acacia","oshanesii",0.771,0.0708232617216773,"species",2
"149","Acacia pendula","Fabaceae","Acacia","pendula",0.994,0.0708232617216773,"species",1
"150","Acacia pennata","Fabaceae","Acacia","pennata",0.787831280193237,0.0941339098036177,"genus",115
"151","Acacia pennatula","Fabaceae","Acacia","pennatula",0.787831280193237,0.0941339098036177,"genus",115
"152","Acacia penninervis","Fabaceae","Acacia","penninervis",0.6365,0.0708232617216773,"species",2
"153","Acacia pentagona","Fabaceae","Acacia","pentagona",0.787831280193237,0.0941339098036177,"genus",115
"154","Acacia platycarpa","Fabaceae","Acacia","platycarpa",0.787831280193237,0.0941339098036177,"genus",115
"155","Acacia plectocarpa","Fabaceae","Acacia","plectocarpa",0.787831280193237,0.0941339098036177,"genus",115
"156","Acacia podalyriifolia","Fabaceae","Acacia","podalyriifolia",0.68,0.0708232617216773,"species",1
"157","Acacia polyphylla","Fabaceae","Acacia","polyphylla",0.62925,0.0708232617216773,"species",4
"158","Acacia praecox","Fabaceae","Acacia","praecox",0.765,0.0708232617216773,"species",1
"159","Acacia pteridifolia","Fabaceae","Acacia","pteridifolia",0.787831280193237,0.0941339098036177,"genus",115
"160","Acacia rhodoxylon","Fabaceae","Acacia","rhodoxylon",1.102,0.0708232617216773,"species",1
"161","Acacia riparia","Fabaceae","Acacia","riparia",0.787831280193237,0.0941339098036177,"genus",115
"162","Acacia rothii","Fabaceae","Acacia","rothii",0.787831280193237,0.0941339098036177,"genus",115
"163","Acacia senegal","Fabaceae","Acacia","senegal",0.787831280193237,0.0941339098036177,"genus",115
"164","Acacia seyal","Fabaceae","Acacia","seyal",0.787831280193237,0.0941339098036177,"genus",115
"165","Acacia sparsiflora","Fabaceae","Acacia","sparsiflora",0.787831280193237,0.0941339098036177,"genus",115
"166","Acacia sppAU1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"167","Acacia sppAllpahua1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"168","Acacia sppAnkarif1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"169","Acacia sppAraracua1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"170","Acacia sppCabezade1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"171","Acacia sppCalabate1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"172","Acacia sppCamorin1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"173","Acacia sppCarajas1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"174","Acacia sppChaquima1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"175","Acacia sppChaquima2","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"176","Acacia sppChaquima3","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"177","Acacia sppChaquima4","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"178","Acacia sppCuzcoama1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"179","Acacia sppES1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"180","Acacia sppFPnet1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"181","Acacia sppGT1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"182","Acacia sppGaleraz1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"183","Acacia sppGaleraz2","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"184","Acacia sppIT1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"185","Acacia sppJatunsac1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"186","Acacia sppMadidiri1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"187","Acacia sppMotozint1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"188","Acacia sppNuevomun1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"189","Acacia sppNuevomun2","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"190","Acacia sppPE1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"191","Acacia sppPT1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"192","Acacia sppPande1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"193","Acacia sppRAINFOR1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"194","Acacia sppRioheath1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"195","Acacia sppRioheath2","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"196","Acacia sppRionegro1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"197","Acacia sppRiotavar1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"198","Acacia sppTZ1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"199","Acacia sppTutunend1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"200","Acacia sppUS1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"201","Acacia sppVN1","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"202","Acacia stenophylla","Fabaceae","Acacia","stenophylla",0.764,0.0708232617216773,"species",3
"203","Acacia tacanensis","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"204","Acacia tamarindifolia","Fabaceae","Acacia","tamarindifolia",0.787831280193237,0.0941339098036177,"genus",115
"205","Acacia tenuifolia","Fabaceae","Acacia","tenuifolia",0.49,0.0708232617216773,"species",1
"206","Acacia tenuissima","Fabaceae","Acacia","tenuissima",0.787831280193237,0.0941339098036177,"genus",115
"207","Acacia tortilis","Fabaceae","Acacia","tortilis",0.787831280193237,0.0941339098036177,"genus",115
"208","Acacia torulosa","Fabaceae","Acacia","torulosa",0.787831280193237,0.0941339098036177,"genus",115
"209","Acacia turbacensis","Fabaceae","Acacia",NA,0.787831280193237,0.0941339098036177,"genus",115
"210","Acacia visco","Fabaceae","Acacia","visco",0.688,0.0708232617216773,"species",1
"211","Acalypha cuneata","Euphorbiaceae","Acalypha","cuneata",0.3,0.0941339098036177,"genus",1
"212","Acalypha diversifolia","Euphorbiaceae","Acalypha","diversifolia",0.3,0.0941339098036177,"genus",1
"213","Acalypha ferdinandii","Euphorbiaceae","Acalypha","ferdinandii",0.3,0.0941339098036177,"genus",1
"214","Acalypha glabrata","Euphorbiaceae","Acalypha","glabrata",0.3,0.0941339098036177,"genus",1
"215","Acalypha macrostachya","Euphorbiaceae","Acalypha","macrostachya",0.3,0.0941339098036177,"genus",1
"216","Acalypha mapirensis","Euphorbiaceae","Acalypha","mapirensis",0.3,0.0941339098036177,"genus",1
"217","Acalypha obovata","Euphorbiaceae","Acalypha","obovata",0.3,0.0941339098036177,"genus",1
"218","Acalypha repanda","Euphorbiaceae","Acalypha","repanda",0.3,0.0941339098036177,"genus",1
"219","Acalypha skutchii","Euphorbiaceae","Acalypha","skutchii",0.3,0.0941339098036177,"genus",1
"220","Acalypha sppCampano1","Euphorbiaceae","Acalypha",NA,0.3,0.0941339098036177,"genus",1
"221","Acalypha sppCueva1","Euphorbiaceae","Acalypha",NA,0.3,0.0941339098036177,"genus",1
"222","Acalypha sppFPnet1","Euphorbiaceae","Acalypha",NA,0.3,0.0941339098036177,"genus",1
"223","Acalypha sppHachimal1","Euphorbiaceae","Acalypha",NA,0.3,0.0941339098036177,"genus",1
"224","Acalypha sppLagenoa1","Euphorbiaceae","Acalypha",NA,0.3,0.0941339098036177,"genus",1
"225","Acalypha sppLaplanad1","Euphorbiaceae","Acalypha",NA,0.3,0.0941339098036177,"genus",1
"226","Acalypha sppNadugani1","Euphorbiaceae","Acalypha",NA,0.3,0.0941339098036177,"genus",1
"227","Acalypha sppRAINFOR1","Euphorbiaceae","Acalypha",NA,0.3,0.0941339098036177,"genus",1
"228","Acalypha stenoloba","Euphorbiaceae","Acalypha","stenoloba",0.3,0.0941339098036177,"genus",1
"229","Acalypha stricta","Euphorbiaceae","Acalypha","stricta",0.3,0.0941339098036177,"genus",1
"230","Acalypha villosa","Euphorbiaceae","Acalypha","villosa",0.3,0.0941339098036177,"genus",1
"231","Acanthocereus pentagonus","Cactaceae","Acanthocereus","pentagonus",0.611226809845203,0.143078472955927,"dataset",20772
"232","Acanthocereus sppChaquima1","Cactaceae","Acanthocereus",NA,0.611226809845203,0.143078472955927,"dataset",20772
"233","Acanthocladus pulcherrimus","Polygalaceae","Acanthocladus","pulcherrimus",0.611226809845203,0.143078472955927,"dataset",20772
"234","Acanthopanax senticosus","Araliaceae","Acanthopanax","senticosus",0.611226809845203,0.143078472955927,"dataset",20772
"235","Acanthosyris annonagustata","Santalaceae","Acanthosyris","annonagustata",0.62275,0.0941339098036177,"genus",2
"236","Acca sellowiana","Myrtaceae","Acca","sellowiana",0.75,0.0708232617216773,"species",1
"237","Acer amplum","Sapindaceae","Acer","amplum",0.517526,0.0941339098036177,"genus",25
"238","Acer barbatum","Sapindaceae","Acer","barbatum",0.517526,0.0941339098036177,"genus",25
"239","Acer barbinerve","Sapindaceae","Acer","barbinerve",0.517526,0.0941339098036177,"genus",25
"240","Acer buergerianum","Sapindaceae","Acer","buergerianum",0.62,0.0708232617216773,"species",1
"241","Acer caesium","Sapindaceae","Acer","caesium",0.499,0.0708232617216773,"species",1
"242","Acer campbellii","Sapindaceae","Acer","campbellii",0.499,0.0708232617216773,"species",1
"243","Acer campestre","Sapindaceae","Acer","campestre",0.525,0.0708232617216773,"species",1
"244","Acer cappadocicum","Sapindaceae","Acer","cappadocicum",0.517526,0.0941339098036177,"genus",25
"245","Acer cordatum","Sapindaceae","Acer","cordatum",0.517526,0.0941339098036177,"genus",25
"246","Acer crataegifolium","Sapindaceae","Acer","crataegifolium",0.517526,0.0941339098036177,"genus",25
"247","Acer fabri","Sapindaceae","Acer","fabri",0.517526,0.0941339098036177,"genus",25
"248","Acer ginnala","Sapindaceae","Acer","ginnala",0.517526,0.0941339098036177,"genus",25
"249","Acer glabrum","Sapindaceae","Acer","glabrum",0.517526,0.0941339098036177,"genus",25
"250","Acer grandidentatum","Sapindaceae","Acer","grandidentatum",0.517526,0.0941339098036177,"genus",25
"251","Acer komarovii","Sapindaceae","Acer","komarovii",0.517526,0.0941339098036177,"genus",25
"252","Acer leucoderme","Sapindaceae","Acer","leucoderme",0.517526,0.0941339098036177,"genus",25
"253","Acer lobelii","Sapindaceae","Acer","lobelii",0.517526,0.0941339098036177,"genus",25
"254","Acer macrophyllum","Sapindaceae","Acer","macrophyllum",0.44,0.0708232617216773,"species",1
"255","Acer mandshuricum","Sapindaceae","Acer","mandshuricum",0.585,0.0708232617216773,"species",1
"256","Acer mono","Sapindaceae","Acer","mono",0.63925,0.0708232617216773,"species",4
"257","Acer monspessulanum","Sapindaceae","Acer","monspessulanum",0.517526,0.0941339098036177,"genus",25
"258","Acer negundo","Sapindaceae","Acer","negundo",0.416,0.0708232617216773,"species",1
"259","Acer nigrum","Sapindaceae","Acer","nigrum",0.52,0.0708232617216773,"species",1
"260","Acer obtusatum","Sapindaceae","Acer","obtusatum",0.517526,0.0941339098036177,"genus",25
"261","Acer obtusifolium","Sapindaceae","Acer","obtusifolium",0.517526,0.0941339098036177,"genus",25
"262","Acer opalus","Sapindaceae","Acer","opalus",0.517526,0.0941339098036177,"genus",25
"263","Acer palmatum","Sapindaceae","Acer","palmatum",0.517526,0.0941339098036177,"genus",25
"264","Acer pensylvanicum","Sapindaceae","Acer","pensylvanicum",0.44,0.0708232617216773,"species",2
"265","Acer pictum","Sapindaceae","Acer","pictum",0.629,0.0708232617216773,"species",1
"266","Acer pilosum","Sapindaceae","Acer","pilosum",0.517526,0.0941339098036177,"genus",25
"267","Acer platanoides","Sapindaceae","Acer","platanoides",0.5165,0.0708232617216773,"species",2
"268","Acer pseudo-sieboldianum","Sapindaceae","Acer","pseudosieboldianum",0.517526,0.0941339098036177,"genus",25
"269","Acer pseudoplatanus","Sapindaceae","Acer","pseudoplatanus",0.509,0.0708232617216773,"species",2
"270","Acer pseudosieboldianum","Sapindaceae","Acer","pseudosieboldianum",0.517526,0.0941339098036177,"genus",25
"271","Acer rubrum","Sapindaceae","Acer","rubrum",0.49,0.0708232617216773,"species",1
"272","Acer saccharinum","Sapindaceae","Acer","saccharinum",0.44,0.0708232617216773,"species",1
"273","Acer saccharum",NA,"No","suitable",0.611226809845203,0.143078472955927,"dataset",20772
